SampleId,_CO,_M3,_RT,_MI,_OF,_IF,_SA,_WA,_KCL
sample_10007,0.3897985037861501,0.3708362228276798,0.3754703376646472,0.3699060899897543,0.3383221419247257,0.39354841022860515,0.24128507555723375,0.34347112668361734,0.07492088621729172
sample_10008,0.3919857718156162,0.3362893868675758,0.3640378954744241,0.38847634792860036,0.39544437943044275,0.3931954006252244,0.39865820932593626,0.3885161485238158,0.37959728597477804
sample_10009,0.38735494370712864,0.3626973444956736,0.3804763792647846,0.39061100398981047,0.38140266484866,0.3931954006252244,0.16102452517428983,0.39788262042598754,0.2914233301549797
sample_1001,0.29974820514988243,0.26688239265900326,0.2952636724202869,0.357780163078699,0.3871273685541065,0.3804353891114507,0.32250337896147807,0.34081390733155614,0.21310889876379335
sample_10010,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
sample_10011,0.3905594161502492,0.3596468090986047,0.3514641681013025,0.39500368993274626,0.3945856678527211,0.3931704013292612,0.39237135358458036,0.39538208883936243,0.34772075742606057
sample_10012,0.38578671059160147,0.36504399667681464,0.3505714459148674,0.352925297592067,0.272763390038012,0.3931954006252244,0.3566644938351974,1.0,0.3287752990159886
sample_10013,0.3864230198092461,0.36855489101381494,0.3884528783611409,0.37824471711212815,0.3971328333439652,0.39673078176439863,0.13354854387615264,0.23686980726353243,0.0362384409996964
sample_10014,0.37346545953425153,0.3495921026342192,0.36684403846649116,0.1510439990147472,0.394866469744189,0.3935504807298966,0.26179831007360793,0.3576697497912253,0.21650620921578342
sample_10015,0.3869431090212076,0.3858774300703723,0.3894556255545292,0.27315234793253085,0.39878225483601104,0.3846600831223821,0.3947791547010959,0.36152921553665784,0.35684491300458604
sample_10016,0.3890293865715522,0.3492422860365802,0.3453838729176311,0.2833467916162529,0.31236419790663456,0.3937978302088185,0.17922556131820946,0.39826551975790103,0.3955888802137387
sample_10017,0.38937254000142446,0.3599121515491693,0.34315495214676617,0.3849650659822566,0.3626884677018565,0.39692280762012333,0.3985843584412504,0.35746721370743073,0.36049739025921285
sample_10018,0.3887395623750759,0.3791678136493339,0.3878280212952791,0.15984577709578177,0.3887307255388927,0.3986229614744365,0.36021266524909,0.25792563506558525,0.0667272479445672
sample_10019,0.37808217416480205,0.37723778236378624,0.380358965675283,0.39200152527301624,0.3969491706282223,0.3931954006252244,0.3176166249351216,0.3980402610764399,0.39890178066563814
sample_1002,0.36552392467667616,0.3433011440798839,0.3771364503052742,0.3705406682925829,0.35248540028007336,0.3889277054215282,0.31105447768220085,0.38240204866827543,0.37111642565447583
sample_10020,0.3829598555134194,0.3449411949007126,0.3396715133532008,0.28846596061529806,0.32421573039646945,0.3931954006252244,0.3977940388155446,0.39263973010520603,0.026273983328065496
sample_10021,0.25600143144027265,0.36031943762862556,0.2639533815500012,0.18257343831012843,0.39826299647063557,0.29422677347813536,0.278367573563021,0.3160198282240192,0.30777195738359325
sample_10022,0.37565849738683615,0.29848573951258106,0.336728425700319,0.1555840403063847,0.3948063797168546,0.3931954006252244,0.31869338172034,0.36801640089410037,0.35813244312503634
sample_10023,0.3920840559387758,0.38192495491461603,0.37836935961354123,0.2761386223868873,0.3765582447259421,0.3957129371032851,0.3986608778812376,0.3644059917728293,0.39658543458452694
sample_10024,0.2782148071663996,0.3110752918971008,0.35880136212929303,0.38809283490651664,0.33519097872583226,0.38034366544234577,0.34273288377152733,0.3810892386668033,0.357953293356455
sample_10025,0.3869471810429022,0.37809654046694957,0.3807389284036866,0.2632885032807171,0.38945734776520025,0.39558006102184257,0.3957704997115902,0.3952246520107594,0.37772194233540285
sample_10026,0.38792193845498557,0.35542192671417555,0.36736349799094986,0.3930946402927921,0.3710129030773537,0.3515112269900938,0.10767227638141656,0.39117529494842695,0.3945531323505098
sample_10027,0.38860679809727255,0.3842058021584927,0.3746358288118588,0.30854884810371136,0.3617905315477704,0.3935473748319751,0.1637813298804464,0.39394291550909,0.3908501712976915
sample_10028,0.3865083083300334,0.35789088091970966,0.3447666135393405,0.3093069754828378,0.39378206046842146,0.3948685475553309,0.05391225719862987,0.6984057115882429,0.3987989505559275
sample_10029,0.33429027914984305,0.3273711107644567,0.32137946558934855,0.30318676754499857,0.39720074697710134,0.3857067849910916,0.3945382933250948,0.350666124858364,0.3704585435963616
sample_1003,0.3337029858202114,0.3196986677792931,0.3312501733763612,0.2771017368915996,0.3555785693155615,0.17889730221212707,0.3710361363923597,0.3662361915907948,0.398883005597436
sample_10030,0.3751502454929066,0.303239616403437,0.33084210408485076,0.37136175517959247,0.38617047308673613,0.3957183032076879,0.3437056327070507,0.3258331690689058,0.3084448107073347
sample_10031,0.2632044875438248,0.3141826980460326,0.29013880373243933,0.25723783018445473,0.39468156099227913,0.39882608832986666,0.22755290872222572,0.3480976724713926,0.3359974377850513
sample_10032,0.34526866791957905,0.30800991246227594,0.17280431465753968,0.3617147972907387,0.376692166813294,0.3590659207506391,0.36531303938626913,0.5001905487457352,0.2927404432072717
sample_10033,0.33866722214220857,0.313550104967673,0.342597565822118,0.3981924143035041,0.34658072902031,0.3935601379217883,0.38051392888985053,0.37538050301652837,0.34042165287917964
sample_10034,0.3242610905393697,0.3344276391600913,0.30610274785973884,0.17447407279796803,0.3457001013149724,0.2997824868249669,0.39878987307307984,0.31750479313595,0.229800202925615
sample_10035,0.26946219585188047,0.23481687233652482,0.2407502817989465,0.3626808743631851,0.27075010448647624,0.003002061107296815,0.03529763723337519,0.3946697385823691,0.3433809442647381
sample_10036,0.38485473065530895,0.34895676498750605,0.36580599018069415,0.3842758961031368,0.3955748674414122,0.3982819405720125,0.3539062049286915,0.3861015523129153,0.39746771894308486
sample_10037,0.36218089918072194,0.30946687021223784,0.3628609645570513,0.35375561109939047,0.3835490966333198,0.3874508070410931,0.39883183916091797,0.39433996214466566,0.3783558382590544
sample_10038,0.3415632419380018,0.3124083827509682,0.37076990529969406,0.35736449585701696,0.39703515410159546,0.35608004380448754,0.38465091895640346,0.3939164943378679,0.3839998016600047
sample_10039,0.3295042655281713,0.35701980551663864,0.33020015469977204,0.23683222389976474,0.3937730971313947,0.3552055092272917,0.39869497863982734,0.3983485507139606,0.39884694762434597
sample_1004,0.36933154102319,0.34909391828902825,0.3642009728688477,1.0,0.34236337446550413,0.0752685660894506,0.25334235176734443,0.30283376440921417,0.2966011865918484
sample_10040,0.38939738568311555,0.3571202799249266,0.3747808676420378,0.26417783296970293,0.3912070767802052,0.33960617754368744,0.21342967941574742,0.345603831715522,0.29421660985217335
sample_10041,0.3250859749779712,0.342832147315002,0.21963188178918794,0.3090801991348429,0.3473100749315137,0.3931954006252244,0.3945006038523201,0.3954081555803862,0.38189435701433555
sample_10042,0.36725819965330647,0.32438162187655256,0.2800962760572451,0.15402124034350526,0.2825336793813178,0.35582468584646865,0.16050277327297136,0.33110828260633973,0.3473303363046977
sample_10043,0.2491042706476745,0.3276356484545914,0.31501171915500803,0.14730774695770663,0.38629576622499046,0.3935578615888003,0.27583732056469445,0.22716221580602491,0.3952653403193913
sample_10044,0.3683412196739998,0.31114431883004295,0.32575255154686406,0.3227429334969832,0.3828514366229358,0.364407548135505,0.3557650448582296,0.3415278182113116,0.3570733862757638
sample_10045,0.3750264940108222,0.34366390961596444,0.3634745121568704,0.16822093803379756,0.39732465840463316,0.3931954006252244,0.3976186310320871,0.3796454693606151,0.09627377491076695
sample_10046,0.37997585322512173,0.3855728051580474,0.25588362507762125,0.3451898083951955,0.39475967989166527,0.3931954006252244,0.3881356700593965,0.3420363215061315,0.3935201991261208
sample_10047,0.23443110243028045,0.34176835283316076,0.36048944684413975,0.25726950762652745,0.3720036800992018,0.3967706063209047,0.26953553414641435,0.30784553160772016,0.3972017436399108
sample_10048,0.21452256198158248,0.27293345976011335,0.28018256036863437,0.11832913435044257,0.39778831463941333,0.39355983533203137,0.39238193020938794,0.23029320637509185,0.3477273561120788
sample_10049,0.38460209925220745,0.38759563709629385,0.3478678560723527,0.2666017242454366,0.35956803628811174,0.39354698670572835,0.1828787283959502,0.3980010484630008,0.17280757648660927
sample_1005,0.3791471122974742,0.3703476873142731,0.3910201430148513,0.3879893642751602,0.3877599833078397,0.3931954006252244,0.23508701185950576,0.39782644537124345,0.20488247491488581
sample_10050,0.34183014702355,0.3089456658790096,0.34837579769620197,0.37106797811985254,0.3592166270701729,0.39130826267507923,0.31823159111291716,0.39489724661333236,0.3986851902345744
sample_10051,0.33367513033208723,0.3611782110435306,0.2998122908100564,0.35844037188520406,0.33024984344126584,0.3931954006252244,0.28666504746347693,0.29320092281704635,0.35408897743223133
sample_10052,0.3555245225864168,0.32644777192830826,0.35725580359173065,0.389592918167798,0.3880751173774306,0.37239652747144353,0.39562675613527376,0.37858515754749733,0.30268192162802315
sample_10053,0.3887228754246272,0.28020392988303033,0.17115149316189177,0.12250023251491526,0.3638777196688343,0.39618454783729773,0.37287597013707946,0.23370979385791424,0.3209834609038055
sample_10054,0.36638336545413475,0.3719402939762864,0.3584638778519318,0.23860370799898753,0.3942548150920661,0.39355496548051594,0.3497165894744056,0.38927714535880653,0.28183262352543714
sample_10055,0.37992859484448405,0.35240606927050283,0.3620671025226539,0.3628565015016106,0.3226246731559862,0.3937342060607261,0.0566901565194199,1.0,0.16771481279569783
sample_10056,0.3884959579485567,0.36280910614226936,0.33153878347272664,0.078850302655967,0.3701204772017977,0.3935504807298966,0.005148049897215827,0.3747632245081881,0.38623836586339055
sample_10057,0.3024811044912166,0.32420962952621785,0.3413694159742298,0.2955969554421554,0.3971390791642213,0.3931954006252244,0.3444205946278287,0.39853722059699687,0.18153081012072936
sample_10058,0.3299282987675539,0.31151205439791724,0.29430829128630553,0.17705178610758718,0.32423011659447465,0.3893971387622653,0.20611864004575567,0.28286311294659017,0.3497759008194409
sample_10059,0.38971223091302515,0.35414468957987527,0.35273693915853904,0.3325768289816266,0.3703160155433334,0.3856184338678385,0.31366595469580166,0.34978223978776124,0.07883694290575845
sample_1006,0.3872930929569887,0.3472556536579415,0.3406437813066539,0.36625761848211186,0.3603966999838359,0.3931954006252244,0.2422412086347449,0.3910906276022462,0.2987890712409264
sample_10060,0.37639488452322006,0.37455619444222044,0.3736288556095396,0.3907195512329491,0.3855583683251935,0.3931954006252244,0.2338976532798259,0.24969608977303986,0.03832837759668604
sample_10061,0.385779952910232,0.3627198183849001,0.368676939222069,0.33041709375911493,0.3792406107912165,0.3931954006252244,0.20702430907777541,0.3802445008533184,0.3281927869139367
sample_10062,0.3498060621748505,0.35049784067925316,0.32516291534499636,0.3517846138362299,0.37077165594051764,0.3931954006252244,0.39519057446601447,0.3729418262629415,0.3856635565782282
sample_10063,0.2988885438038174,0.3161414776486934,0.18824000718049613,0.23911852568792658,0.36031602538937557,0.3935712009059164,0.3785053851592779,0.347006739053785,0.1823639115548438
sample_10064,0.3274794680763395,0.34624919119996117,0.3357480659383816,1.0,0.3417856647026833,0.2819731015711416,0.3933135924819579,0.1617599345407291,0.2896773097765402
sample_10065,0.38081375594689887,0.37957362447677756,0.37671399484572776,0.3909769898138123,0.3907120880738175,0.3931954006252244,0.1030547511162298,0.39876060417561165,0.3421601661091839
sample_10066,0.1749991732383705,0.28670384523234566,0.33500681295366547,0.25212226141245836,0.36947147995156127,0.3931954006252244,0.1714428983081003,0.39776892480000836,0.0005179891118960714
sample_10067,0.3924908968467501,0.38777921299950746,0.3858131054049216,0.23725641179402981,0.3776183909002452,0.3935514656687282,0.36039987322745193,0.3589183980111059,0.2822651651644372
sample_10068,0.38717280849279223,0.3548546529390038,0.376530305042939,0.3103849706572565,0.39147676377037466,0.3989370441462528,0.29346531526566283,0.37434630307518746,0.07614809757981213
sample_10069,0.3456907759255684,0.3299094403464961,0.32318064136437463,0.32313106895523097,0.3189460959496342,0.1273052895080184,0.3676575855031304,0.30358251131014036,0.33125386774992754
sample_1007,0.3537216983275102,0.35801387447628835,0.34244074558187965,0.3893381595791447,0.3871410376959628,0.3434634923758415,0.386783227233107,0.3932810676742269,0.3524548177125613
sample_10070,0.2877621677361458,0.3708050400493861,0.9137606578360755,1.0,0.1963609002212271,0.32911285665580187,0.20664664135690425,0.3895375860681862,0.14134963898387737
sample_10071,0.390018101004968,0.3792037535746327,0.3801570154107547,0.15111590126214453,0.39798140218683653,0.3931954006252244,0.03667174003009486,0.3855946495765069,0.3408917221707283
sample_10072,0.3848768232048074,0.36629162040708635,0.39274625665008017,0.39446326707775725,0.3903847888086567,0.39673881311395526,0.35576751243615407,0.3787488360992432,0.25103921835457205
sample_10073,0.3786569685337949,0.3694490393701091,0.3428545734709278,0.35554682748398014,0.3984875282004201,0.30705202759752037,0.38303734353132946,0.38645169025404336,0.39509202234414914
sample_10074,0.400829226054459,0.34391493501974674,0.9154271993956997,1.0,0.3711295396380611,0.3935534474245646,0.38371301137597547,0.19890288495576586,0.3425324992321955
sample_10075,0.3947611556350122,0.32497319227365545,0.36765985411475816,0.3823421516879592,0.39269646297657157,0.3972404786039597,0.39795190330325253,0.37709437450913175,0.3826847075715753
sample_10076,0.10694576868556138,0.24499031303441368,0.17043630035796598,0.24117065900108647,0.1845041375511241,0.2839266355311053,0.07043161189516527,0.21889234086081913,0.36921445299077904
sample_10077,0.3869493230037966,0.3490191451355557,0.33368795540781254,0.18775116042771867,0.3279985900507061,0.3931954006252244,0.11379952444837244,0.38510418355959397,0.39138591092513114
sample_10078,0.23520909772699097,0.24586631164514286,0.3087308052304495,0.3358298192120593,0.35471594485188385,0.39356555602895354,0.12175206586983495,0.20502492989073032,0.28781595004973487
sample_10079,0.3690076608400793,0.35225705376462385,0.3244626271010244,0.336459154348075,0.3832398665501183,0.3980038472150057,0.12016045772509137,0.3453852963397638,0.3846282087674088
sample_1008,0.3801986758004155,0.3610480489646157,0.31462747786059697,0.3428930303681677,0.3846449513196536,0.3931954006252244,0.14284925588393196,0.36365914421332823,0.3966736685383975
sample_10080,0.3880901081085679,0.3790058823526328,0.3494538826809659,0.33256230293042727,0.3701861229164258,0.3935477199749987,0.26336681569883214,0.37143318086391564,0.33841787507576176
sample_10081,0.3702799903852644,0.3574882126194212,0.31086970205543474,0.3516230391700896,0.39840755227113084,0.3975547462848007,0.398942068874043,0.3698640186575999,0.35404751771579296
sample_10082,0.9570448817728626,0.3376174949461496,0.37335592038068605,0.179026013356412,0.3717720692663022,0.3931954006252244,0.37567615839317725,0.28968012011254407,0.3890555816600059
sample_10083,0.3455193490276355,0.36848909100339133,0.3709938848569506,0.1946123333021603,0.39801117733323454,0.19669131719409969,0.3818017161415128,0.3723234579336466,0.36428746367789056
sample_10084,0.3906054280458964,0.3518092838083402,0.3656736487013765,0.15899753440461598,0.3916679284862473,0.3231489629706294,0.30849594673525804,0.3913779401022946,0.2655188071936281
sample_10085,0.3286808542722114,0.31862744050385533,0.3311113610521718,0.2821471806936274,0.38505438918615775,0.3592846301520328,0.1551636283357271,0.3289887464102098,0.15078346694560132
sample_10086,0.3551827962334224,0.37961648048135804,0.33556165250474324,0.2976354984419502,0.39555846106296794,0.3954686515049562,0.26702094807687493,0.2477432380400848,0.34513326347198087
sample_10087,0.164623062467748,0.31481687435904465,0.3254786890806164,0.3601604544956623,0.39413496342363197,0.3931954006252244,0.37579079117073083,0.23010791159912247,0.03165993973833737
sample_10088,0.21919964970232045,0.23612975726080532,0.27927276561921055,0.3593312759999803,0.39571227740837867,0.3349457701767259,0.047333584674627796,0.17322776461023343,0.30797970785538875
sample_10089,0.3878825723570513,0.3312783148771041,0.2868217186743069,0.17380597028055664,0.39250652148719595,0.3681429564396029,0.31204946986895715,0.36283398142049456,0.38649482701029575
sample_1009,0.29022829174159476,0.2880230996447657,0.16087170412171098,0.2780348781836672,0.3276038363950391,0.17733907383221048,0.05978180922335889,0.26436867771011374,0.3509317903092551
sample_10090,0.37497999414052413,0.366099130931107,0.31855139604905247,0.16927918432091404,0.33009048173542477,0.3931954006252244,0.20901235437523114,0.38912962754679015,0.23683689114370518
sample_10091,0.3902036807731394,0.3460381737582356,0.33754996298159473,0.1266171572052361,0.28657337889132295,0.3931954006252244,0.28514785497726586,0.37457070637069856,0.23511725589444143
sample_10092,0.3795760153114397,0.3554995420188678,0.3612147859619572,0.35850628451186234,0.31232503593356875,0.3982375075152273,0.21317394711251036,0.3783104448977456,0.3828270647893427
sample_10093,0.3339467701388629,0.3437792266646278,0.3290778717368267,0.3155041985149774,0.32350191143009455,0.3931954006252244,0.36979619240309364,0.22475977641495237,0.20642480694062182
sample_10094,0.359548029129063,0.34255259093986234,0.3029729270620272,0.28096268508005395,0.35764249672676984,0.39003013082716875,0.2888601577987524,0.3658215098931912,0.21187481383275908
sample_10095,0.3454983997917109,0.3295906747794176,0.31024999133658937,0.296614887723748,0.3897205754894806,0.39249408793317714,0.32418088135402057,0.36241472169892053,0.36711345375948723
sample_10096,0.38539437108679614,0.35125934169857476,0.3796896079943777,0.3871589858580064,0.39681047368374883,0.3931954006252244,0.3292961637486277,0.3945878201436857,0.3074485498626022
sample_10097,0.3528111783243544,0.2958194725561554,0.27172505139542485,0.04512161810437723,0.36423997517331547,0.3935632632412415,0.38895765319960074,0.3169015727892721,0.3180052018852998
sample_10098,0.37967242817171915,0.350753646629912,0.3381938333690628,0.2949812329044108,0.3830188341075884,0.39748535389238404,0.25096355516420715,1.0,0.2270221645638179
sample_10099,0.2885413118319922,0.3226276156869536,0.2994301393872629,0.2845708092243093,0.31740135361782956,0.25637740038227447,0.014731870808730438,0.3874357944929601,0.3767775463221479
sample_101,0.318612944666831,0.3711656837098228,0.33334248285765405,0.29040059660450723,0.32937623123538795,0.38961063551410413,0.1581534900580938,0.3827621712076289,0.36914628009678324
sample_1010,0.3815283255992461,0.38188241119360944,0.31134089786742225,0.15714695880188886,0.3355181478518524,0.3931954006252244,0.2242069703533075,0.392905219525998,0.09129478128145162
sample_10100,0.3477179335865644,0.320055915101674,0.2730739815939232,0.312899333915178,0.36396986346261756,0.3935644099361682,0.39046171839206595,0.3814601336584786,0.3313913091854968
sample_10101,0.38148334634993547,0.3156295500050455,0.3074052265126935,0.37629743952827116,0.39056263992829254,0.39550809839588474,0.32387783352552235,0.3800731913536295,0.1896394134959056
sample_10102,0.284709355189911,0.24771056925662796,0.3364610844990042,0.3968396166582539,0.3527068503199283,0.3943303163167982,0.13016947316604177,0.38893020032229497,0.357561000441779
sample_10103,0.39101925478775584,0.3358744167465846,0.3640464645077362,0.3418763476061997,0.39224463584196645,0.36632380472869347,0.3810293389206562,0.37055332731482243,0.2748540751312681
sample_10104,0.20242198803386127,0.1368394807930375,0.20972809908782827,0.2601594597008492,0.3556298191216858,0.12819639975538258,0.32396700650088467,0.3952440354771644,0.37883997901007144
sample_10105,0.3710892629144748,0.37742823715721824,0.3762170805361095,0.35735972619958023,0.390607657868528,0.3931954006252244,0.3951824532227381,0.39440616067365175,0.3401496275916585
sample_10106,0.38014321170827625,0.32407589961340716,0.3484544613874924,0.32717144989447106,0.262178431810491,0.39744007537984866,0.16866290987325003,0.335730196530586,0.2928173570307242
sample_10107,0.33057212647090284,0.2931207577698148,0.2304681083200019,0.37714856284525483,0.3892176895674627,0.39550749785445416,0.37591860116491643,0.33946070775491566,0.32361371815152334
sample_10108,0.2615098006491951,0.341236990172407,0.3286847712647993,0.35700472364776875,0.35995031552801204,0.3931954006252244,0.3178290202350814,0.3069074567379194,0.39465359777775644
sample_10109,0.36795832536024936,0.33439265199506574,0.1762946979638123,0.37400936620043784,0.3449835350563807,0.3931954006252244,0.37292275277127973,0.3315032645067407,0.15958526905675702
sample_1011,0.3798426469556762,0.36228173339659486,0.3606120593777301,0.3970497209840353,0.3611604254839623,0.39354668451348734,0.32716361796302385,0.3977748246076481,0.39735416023414916
sample_10110,0.39136348839877405,0.37798596887876684,0.36315576472853345,0.26248592946227794,0.37959971084675737,0.3731329413697036,0.3588243692424035,0.33546156736543775,0.3719425346967634
sample_10111,0.37347443720374013,0.3346662830456435,0.3035383436776483,0.33603579218705454,0.3969691906849373,0.3931954006252244,0.3960509581520514,0.28586029461356854,0.26592081341603885
sample_10112,0.2807970623053853,0.2865842933780792,0.1246790316938486,0.3595881666743333,0.3716722866029849,0.3931954006252244,0.0643275938367221,0.3279794911720507,0.38590891768127505
sample_10113,0.3462297221519614,0.3606618738841476,0.3223861550556316,0.3536150371406146,0.39813665608481025,0.398526361160337,0.3634211389137545,0.3079081179685329,0.38343108527455655
sample_10114,0.363017238795461,0.3833697237925074,0.3361058682535624,0.10123629119868945,0.39716005834438106,0.3935518608478154,0.011622440699187078,0.3708566241261644,0.33276488873477217
sample_10115,0.37635654478356495,0.3803264440310461,0.37914564637551246,0.39009427329117125,0.39272699929687754,0.3931954006252244,0.3959920822426272,0.32272222225297553,0.17323113959691427
sample_10116,0.35519586487408045,0.3813825430201206,0.3100359797333225,0.07381439805821811,0.3747191231418751,0.3931954006252244,0.02685958733793178,0.3793106396120202,0.39802030821008777
sample_10117,0.3699517274595307,0.32725166120501237,0.345882470247342,0.3453780133109783,0.32945301522739967,0.39109370907032603,0.12213696784202496,0.27350516317071855,0.391164926228041
sample_10118,0.38528551686890394,0.33439585523386,0.3678558896201883,0.2950805072004598,0.374142354945212,0.39664561488666944,0.21371922281206462,0.39096625316659306,0.3705966423801245
sample_10119,0.38300523325525687,0.2882422637614273,0.28644794766415,0.3687884923741589,0.2933565795680679,0.3419601516975265,0.11557366626481275,0.35791758850191296,0.39693209814995467
sample_1012,0.2889530766164611,0.3091145695634054,0.23888190734422451,0.2512951976856304,0.3924451383734777,0.39427471838952893,0.3988923944376114,0.3961061911542091,0.3405580532319911
sample_10120,0.36350403443471496,0.36957988742009423,0.36952649678425764,0.3717549999588441,0.3013264350634426,0.3705941382371665,0.25092103445684927,0.357892913801762,0.288911206368845
sample_10121,0.38377280977981354,0.3586180481489158,0.33888414437969755,0.2848792695790629,0.3546342223022012,0.39658496773752117,0.35368757544957236,0.3290911371267402,0.12365232097339095
sample_10122,0.3152249883359097,0.3271543806485914,0.36694029132458256,0.35253500152144146,0.38491442762125416,0.2798165060117914,0.3882108129265967,0.38207920852483135,0.3052790377239182
sample_10123,0.3841535990622181,0.31989237851473135,0.33429614425251303,0.23107422100184674,0.3158914242999183,0.3935522058502604,0.39517620891632405,0.3520850919965778,0.32963365881048506
sample_10124,0.34803587735480146,0.3718477236462809,0.3626216588874591,0.3476562034209852,0.39202521836173543,0.1555791424301175,0.3255709131567268,0.35963517978626747,0.317837449469492
sample_10125,0.36633491460917006,0.3757737135065658,0.37848257461089474,0.34537745734111763,0.3971689415837836,0.3931954006252244,0.1620183207039695,0.30567330797069414,0.3988500243248807
sample_10126,0.3832351760300593,0.35273322771847754,0.35390780301367564,0.3859021818890447,0.19663386678912864,0.3931954006252244,0.20132348111199314,0.29673241900934333,0.37381214248731265
sample_10127,0.38563618952221035,0.37765736990162724,0.3550610854464418,0.38196725740388165,0.3723987849801105,0.38258333565907676,0.3226708731481162,0.3906469916440608,0.39126132045403605
sample_10128,0.3832699551430388,0.38326859834910687,0.33770446601651194,0.24313400197468513,0.3914540504446195,0.39763781845815405,0.1488502881247806,0.3968416438955965,0.36817378317435634
sample_10129,0.358246638608856,0.36238865262775427,0.3081711145708838,0.363851118164601,0.3837746815910379,0.3757965935551763,0.06530155410514497,0.37923511932163523,0.38654774851736917
sample_1013,0.27181336071509044,0.20157238424161783,0.2576578003296453,0.3761523130244003,0.37703129339725494,0.3693718758695387,0.19102084288004936,0.3954047222780633,0.347542147526339
sample_10130,0.3630147195373015,0.3646131789512823,0.29698462308652673,0.25379488959543817,0.39817829508380986,0.39716368179380757,0.3593592852881478,0.33162617049532755,0.3985952884242356
sample_10131,0.3581244492281749,0.3767721651265006,0.32014968458638554,0.30845714824436293,0.24010161917597098,0.34214831079898467,0.3827321109181011,0.3327538596023819,0.30465038097213143
sample_10132,0.3582921849799591,0.2947448235634816,0.2549874199726735,0.34318566179561255,0.2953217592292191,0.3987885477665638,0.34687311924120795,0.19809590334475147,0.39850004389757965
sample_10133,0.3873945860557845,0.3505215736413114,0.3498514726510514,0.24458103190498806,0.3616523079062388,0.3988449580809345,0.36914120233666625,0.39408798294139524,0.3912318160756631
sample_10134,0.3874161786575186,0.3479927833063426,0.35920888914719235,0.25565621819764145,0.34124149852121444,0.39331711521963464,0.3899006254669249,0.3943800697581459,0.25125809540000715
sample_10135,0.3278110462322056,0.30600698675192844,0.2343285602375886,0.20652264026540357,0.3104999974327557,0.3935824055001306,0.39329467810871677,0.31724662205488163,0.38308336693921996
sample_10136,0.3604572166822101,0.3100411303315255,0.3650883343853223,0.322676341779675,0.37145585036686046,0.3806982128841043,0.35095418171450876,0.39383668547284323,0.35811366302171294
sample_10137,0.38677640856386736,0.3831392459933188,0.3662674849174856,0.3720886941517698,0.3092697605689599,0.3931954006252244,0.13840664606818548,0.3841306053719006,0.17080553106541937
sample_10138,0.3782590520975843,0.33734399288843503,0.3398657160326811,0.3799813639996669,0.3387908517002264,0.3826425323008514,0.1131640722276837,0.39111716435368726,0.24661790394509844
sample_10139,0.3564990800979002,0.29722461043378573,0.9180137095281911,1.0,0.3472630477587327,0.00034931442108855057,0.27099668959608303,0.31611209361277415,0.21323378990064665
sample_1014,0.3571612063064606,0.26613122775216785,0.32753891918803907,0.15721412510830166,0.372995075530448,0.3482503305619391,0.39089156962185384,0.34701543388060924,0.39747022464072423
sample_10140,0.3120754918988582,0.3440571303543762,0.19881162515929646,0.34628434947468145,0.2775534814114915,0.3931954006252244,0.15072361976686008,0.32563232799229613,0.1691455104076506
